rollnumber,firstname,last name,gender,father name,location ,mobile number,Email,experience,graduation,% of marks,ssc marks,intermarks,entrance exam,entrance score,entrance score %,specialization,attendence,cgpa,DOB,address
1031,Imani,V,female,Hayfa,BANGLORE,9000717387,Alana@alene.org,5,B.Tech,80,325,949,MAT,427,94,MARKETING,43,3,3/30/1986,9586 W Grand Ave
1032,Cassady,W,male,Imani,BIHAR,9000717388,Birdie@maddison.tv,0,B.Tech,58,492,788,CAT,535,65,HR,18,5,10/19/1987,49 E Commerce St
1033,Kerry,X,male ,Cassady,DELHI,9000717389,Claude.Hilpert@oral.tv,3,B.Tech,68,378,874,ATMA,512,66,FINNCE,91,3,3/9/1987,28 Hurst St
1034,Brynne,Y,female,Kerry,TAMILNADU,9000717390,Breanna.Mann@jules.org,2,B.Tech,57,585,764,MAT,589,64,OPERATIONS,16,3,8/29/1985,289 Hwy
1035,Kelsey,Z,male,Brynne,KERALA,9000717391,Karolann@alyson.org,2,NCHMCT,56,378,755,CAT,539,67,ANALYTICS,98,4,5/13/1987,703 FM 441
1036,Tara,A,male ,Kelsey,ASSAM,9000717392,Margaret_Pacocha@rosalyn.tv,5,B.B.A,52,509,704,ATMA,402,70,MARKETING,63,3,1/23/1985,15535 S Padre Island Dr
1037,Lynn,B,female,Tara,JAIPUR,9000717393,Winnifred_DAmore@barry.co.uk,4,B.Tech,63,563,865,MAT,438,84,HR,74,4,12/23/1987,63 FM 357
1038,Alana,C,male,Lynn,ANDHRA,9000717394,Anabelle_Schmidt@wayne.ca,5,B.Tech,61,379,706,CAT,426,80,FINNCE,18,4,6/29/1985,89 N Hinton St
1039,Sonia,D,male ,Alana,TELANGANA,9000717395,Zella_Murray@peter.ca,5,B.Tech,67,524,953,ATMA,565,92,OPERATIONS,88,4,8/28/1987,54297 Bensdale Rd
1040,Tanya,E,female,Sonia,UP,9000717396,Gertrude.Wehner@jerome.co.uk,3,B.E.,72,490,917,MAT,445,83,ANALYTICS,10,4,4/9/1986,30 Montague St
1041,Idona,F,male,Tanya,GUJARAT,9000717397,Conor@kara.info,4,B.E.,70,596,977,CAT,423,85,MARKETING,77,4,6/30/1985,80431 State Hwy 329
1042,Deirdre,G,male ,Idona,ORISA,9000717398,Reynold@eva.co.uk,0,B.Com,54,593,878,ATMA,523,72,HR,23,5,6/24/1987,294 Ranch Rd 1217
1043,Naomi,H,female,Deirdre,BANGLORE,9000717399,Hillard_Orn@makayla.us,1,B.Tech,51,497,703,MAT,569,78,FINNCE,43,3,4/1/1987,366 E Delano St
1044,Deirdre,I,male,Naomi,BIHAR,9000717400,Candida@winston.com,4,B.Com,63,520,764,CAT,578,77,OPERATIONS,12,3,6/20/1987,92607 Eden-Paint Rock Hwy
1045,Regina,J,male ,Deirdre,DELHI,9000717401,Reilly.Cronin@jacinthe.name,1,B.Pharm,55,573,881,ATMA,459,60,ANALYTICS,36,5,6/2/1988,92330 State Hwy 166
1046,Nomlanga,K,female,Regina,TAMILNADU,9000717402,Kyler@gaylord.us,3,B.Tech,52,465,721,MAT,426,88,MARKETING,89,4,4/5/1986,47495 E Gassaway Ave
1047,Zelda,L,male,Nomlanga,KERALA,9000717403,Meredith_Grimes@marjolaine.name,3,B.Tech,62,320,850,CAT,444,83,HR,19,3,8/6/1985,47047 State Spur 525
1048,Ursa,M,male ,Zelda,ASSAM,9000717404,Declan@newton.net,5,B.HM& Tou,69,383,998,ATMA,481,78,FINNCE,72,3,2/6/1989,7904 Lamar Rd
1049,Kiayada,N,female,Ursa,JAIPUR,9000717405,Cecelia.Lind@juliet.us,4,B.E.,81,350,926,MAT,462,67,OPERATIONS,24,4,10/5/1988,154 Nueces St
1050,Nicole,O,male,Kiayada,ANDHRA,9000717406,Roel@margret.tv,3,B.Tech,52,378,900,CAT,563,60,ANALYTICS,82,4,8/17/1986,40109 Faudree Rd
1051,Xaviera,P,male ,Nicole,TELANGANA,9000717407,Julius@heaven.com,5,B.Com,56,403,952,ATMA,424,76,MARKETING,69,5,3/4/1987,276 Seawall Blvd
1052,Zelenia,Q,female,Xaviera,UP,9000717408,Jalon@ara.biz,4,B.Tech,68,387,911,MAT,454,66,HR,77,4,3/12/1989,98548 Alcove
1053,Phoebe,R,male,Zelenia,GUJARAT,9000717409,Petra.Quitzon@marina.biz,4,B.Tech,70,302,990,CAT,580,61,FINNCE,32,5,4/18/1989,61 FM 1243
1054,Shay,S,male ,Phoebe,ORISA,9000717410,Virgil_Flatley@emerald.biz,0,B.Tech,56,364,823,ATMA,434,63,OPERATIONS,40,3,9/16/1986,588 Loop 274
1055,Shaeleigh,T,female,Shay,BANGLORE,9000717411,Sophia@jarrell.net,3,B.Tech,89,551,832,MAT,424,75,ANALYTICS,10,4,8/28/1987,95963 N Loop 336 E
1056,Idona,U,male,Shaeleigh,BIHAR,9000717412,Omer@ubaldo.net,3,B.Tech,60,438,829,CAT,417,74,MARKETING,97,3,3/6/1989,44742 S Seaman St
1057,Neve,V,male ,Idona,DELHI,9000717413,Bernie@dalton.net,1,B.Tech,65,352,901,ATMA,571,80,HR,80,4,12/29/1987,63 State Hwy 272
1058,Ciara,W,female,Neve,TAMILNADU,9000717414,Rodrigo@coty.org,0,B.Com,56,333,922,MAT,571,61,FINNCE,83,4,3/6/1987,998 Airport Hwy 21
1059,Laurel,X,male,Ciara,KERALA,9000717415,Rosendo_Hackett@weston.net,0,B.Tech,68,460,879,CAT,479,61,OPERATIONS,88,5,4/4/1988,34 W Glenwood Blvd
1060,Ignacia,Y,male ,Laurel,ASSAM,9000717416,Murray_Rippin@kelli.me,0,B.Tech,79,549,959,ATMA,400,90,ANALYTICS,40,4,4/13/1986,84 South Ave
1061,Aphrodite,Z,female,Ignacia,JAIPUR,9000717417,Marcia@adolph.info,5,B.Tech,84,455,821,MAT,480,82,MARKETING,64,5,8/12/1988,5586 W Gravis Ave
1062,Gay,A,male,Aphrodite,ANDHRA,9000717418,Urban_Bahringer@leila.io,5,B.Tech,57,479,862,CAT,574,77,HR,98,5,7/16/1988,54 S Main St
1063,Ruth,B,male ,Gay,TELANGANA,9000717419,Karley@zora.biz,5,B.Sc.,57,315,985,ATMA,440,83,FINNCE,53,3,8/11/1989,20693 FM 901
1064,Indira,C,female,Ruth,UP,9000717420,Belle_Tromp@wava.com,0,B.Tech,89,427,935,MAT,585,71,OPERATIONS,66,4,3/5/1987,53 NW 4th St
1065,Rinah,D,male,Indira,GUJARAT,9000717421,Lauryn@tre.info,1,B.Com,66,542,964,CAT,432,63,ANALYTICS,25,4,7/26/1989,9136 Columbia St
1066,Eve,E,male ,Rinah,ORISA,9000717422,Ricky.Johnson@meda.biz,1,B.Tech,75,409,898,ATMA,485,82,MARKETING,37,5,9/28/1985,5559 N Maple St
1067,Nicole,F,female,Eve,BANGLORE,9000717423,Kariane.Towne@antoinette.me,1,B.B.A,53,561,925,MAT,521,94,HR,16,5,11/22/1987,2721 S Mc Lean St
1068,Freya,G,male,Nicole,BIHAR,9000717424,Lucas@merlin.org,5,B.Tech,77,434,752,CAT,545,67,FINNCE,27,5,8/23/1989,7460 Robertson Creek Rd
1069,Cara,H,male ,Freya,DELHI,9000717425,Vicenta@winston.io,5,B.E.,77,573,862,ATMA,450,93,OPERATIONS,34,3,10/16/1989,50 E 6th Ave
1022,Rana,I,female,Cara,TAMILNADU,9000717426,Alvena.Hirthe@bryon.co.uk,4,B.Com,84,429,899,MAT,513,83,ANALYTICS,83,3,7/25/1985,78086 S Pan Am Expy
1023,Anika,J,male,Rana,KERALA,9000717427,Missouri@lauretta.org,5,B.Tech,65,312,759,CAT,453,85,MARKETING,61,3,3/1/1987,489 State Hwy 289 N
1024,Avye,K,male ,Anika,ASSAM,9000717428,Emerson@isabel.net,4,B.Tech,80,308,800,ATMA,585,71,HR,50,4,4/5/1985,3638 FM 580
1025,Robin,L,female,Avye,JAIPUR,9000717429,Brandon@burley.info,5,B.Tech,89,440,960,MAT,486,93,FINNCE,85,3,11/13/1988,66 State Hwy 85 W
1026,Astra,M,male,Robin,ANDHRA,9000717430,Guillermo@rolando.net,4,B.Tech,73,445,791,CAT,596,81,OPERATIONS,24,5,12/26/1986,9605 Hwy 85 W
1027,Freya,N,male ,Astra,TELANGANA,9000717431,Ben_Lang@garland.net,2,B.Tech,64,513,909,ATMA,553,61,ANALYTICS,42,3,4/30/1987,401 E Forrest St
1028,Sacha,O,female,Freya,UP,9000717432,Bailey@adan.net,2,B.Tech,74,599,834,MAT,582,86,MARKETING,64,3,3/29/1989,6056 Water St
1029,Madonna,P,male,Sacha,GUJARAT,9000717433,Taurean_Lemke@elody.name,4,B.Tech,52,466,950,CAT,482,87,HR,63,5,3/7/1985,12 State Spur 572
1030,Noelle,Q,male ,Madonna,ORISA,9000717434,Jamarcus@jaunita.co.uk,1,B.Tech,70,539,814,ATMA,570,73,FINNCE,48,5,8/2/1986,68 E Hwy 66
1031,Kay,R,female,Noelle,BANGLORE,9000717435,Justina@sydnie.ca,1,B.Tech,65,339,829,MAT,471,83,OPERATIONS,63,3,9/11/1989,394 E Gonzales
1032,Pearl,S,male,Kay,BIHAR,9000717436,Ignacio@rosemarie.com,1,B.Tech,72,541,793,CAT,586,74,ANALYTICS,70,5,8/1/1985,4716 Old Hwy 20
1033,Genevieve,T,male ,Pearl,DELHI,9000717437,Mafalda@korbin.info,5,B.Tech,57,367,833,ATMA,581,66,MARKETING,15,4,4/15/1987,9730 State Hwy 323 N
1034,Madonna,U,female,Genevieve,TAMILNADU,9000717438,Jesse@jerrell.net,0,B.E.,74,369,864,MAT,449,80,HR,35,4,5/26/1987,75 State Hwy 30
1035,Eden,V,male,Madonna,KERALA,9000717439,Rhoda@dominic.ca,3,B.Tech,80,579,707,CAT,431,81,FINNCE,70,3,1/26/1986,526 Summerhill Rd
1036,Anne,W,male ,Eden,ASSAM,9000717440,Blaise@linnea.us,5,B.Tech,59,341,806,ATMA,510,68,OPERATIONS,15,3,11/10/1988,46 S Dewey Ave
1037,Rana,X,female,Anne,JAIPUR,9000717441,Addie@karson.us,2,B.Tech,85,371,855,MAT,464,72,ANALYTICS,65,4,9/2/1985,470 Ferguson Rd
1038,Calista,Y,male,Rana,ANDHRA,9000717442,Ervin@kraig.tv,5,B.Tech,61,584,933,CAT,465,89,MARKETING,16,5,2/27/1987,176 State Hwy 36E Bus
1039,Yoko,Z,male ,Calista,TELANGANA,9000717443,Norene.Johns@valentina.info,3,B.Tech,85,591,963,ATMA,557,96,HR,99,4,1/6/1989,3935 N Baily St
1040,Summer,A,female,Yoko,UP,9000717444,Ryann@wiley.io,4,B.Tech,67,597,858,MAT,510,94,FINNCE,96,5,7/11/1989,4931 E US Hwy 80
1041,Karen,B,male,Summer,GUJARAT,9000717445,Norwood@alexis.us,0,B.B.A,56,479,734,CAT,435,83,OPERATIONS,17,4,11/19/1987,2955 E Court Plz
1042,Giselle,C,male ,Karen,ORISA,9000717446,Royal_Harvey@amaya.tv,5,B.Com,78,300,955,ATMA,449,85,ANALYTICS,72,4,4/25/1985,9069 State Spur 260
1043,Reagan,D,female,Giselle,BANGLORE,9000717447,Wilfred@matilde.ca,1,B.Tech,80,401,701,MAT,456,76,MARKETING,53,3,7/4/1985,468 Old Hwy 290
1044,Naida,E,male,Reagan,BIHAR,9000717448,Mekhi.Carroll@krystina.com,0,B.Com,82,353,810,CAT,441,93,HR,97,5,10/10/1986,7322 S Teel Dr
1045,Jordan,F,male ,Naida,DELHI,9000717449,Cortney@lorna.name,3,B.Tech,64,453,871,ATMA,573,94,FINNCE,17,4,12/12/1987,112 Kilgore Dr
1046,Medge,G,female,Jordan,TAMILNADU,9000717450,Celestino_Hammes@willa.me,5,B.B.A,89,310,864,MAT,539,61,OPERATIONS,74,3,6/20/1987,5441 State Hwy 186
1047,Celeste,H,male,Medge,KERALA,9000717451,Bo@jermaine.tv,4,B.Tech,71,436,874,CAT,509,60,ANALYTICS,21,4,4/21/1986,14 N 16th St
1048,Melissa,I,male ,Celeste,ASSAM,9000717452,Mandy@alden.net,1,B.Tech,78,395,769,ATMA,518,87,MARKETING,23,3,6/18/1985,45880 State Hwy 7b Bus
1049,Madeline,J,female,Melissa,JAIPUR,9000717453,Gilbert@nya.tv,5,B.Com,70,305,832,MAT,503,80,HR,20,3,4/24/1987,2480 State Hwy 16 S
1050,Jena,K,male,Madeline,ANDHRA,9000717454,Wilhelm@kendrick.tv,3,B.E.,55,387,746,CAT,587,71,FINNCE,18,4,3/7/1986,8341 Wesley St
1051,Lee,L,male ,Jena,TELANGANA,9000717455,Matteo.Stoltenberg@ramona.biz,4,B.Tech,64,478,1000,ATMA,564,72,OPERATIONS,59,3,11/23/1988,13839 N Bruested
1052,Cora,M,female,Lee,UP,9000717456,Jade.Kirlin@uriah.org,4,B.Tech,59,504,862,MAT,453,67,ANALYTICS,51,5,5/13/1988,25651 US Hwy 90A W
1053,Scarlett,N,male,Cora,GUJARAT,9000717457,Elyssa.Bashirian@kiara.co.uk,5,B.Tech,74,594,803,CAT,538,97,MARKETING,58,4,1/20/1985,2158 FM 142
1054,Phyllis,O,male ,Scarlett,ORISA,9000717458,Jessy_Miller@morgan.us,2,B.Com,56,449,703,ATMA,585,81,HR,24,3,10/6/1985,33 Hwy 190 W
1055,Alma,P,female,Phyllis,BANGLORE,9000717459,Sadye.Schultz@stone.net,5,BBA,73,418,908,MAT,531,71,FINNCE,40,5,7/20/1985,38405 Fritch Hwy
1056,Brielle,Q,male,Alma,BIHAR,9000717460,Jamal@jerod.tv,0,B.A.(ECO),71,516,944,CAT,441,96,OPERATIONS,99,3,4/8/1986,44 E Carrington Ave
1057,Melinda,R,male ,Brielle,DELHI,9000717461,Raoul@carson.me,1,B.com,76,512,750,ATMA,401,80,ANALYTICS,79,4,6/30/1986,42 I- 10
1058,Petra,S,female,Melinda,TAMILNADU,9000717462,Phoebe.Zemlak@devonte.com,4,B.Com,90,591,957,MAT,570,70,MARKETING,27,4,1/21/1989,711 FM 2169
1059,Shelly,T,male,Petra,KERALA,9000717463,Jordyn@deangelo.com,2,B.Tech,74,447,976,CAT,567,86,HR,55,5,3/14/1985,714 US Hwy 79B Bus
1060,Kylynn,U,male ,Shelly,ASSAM,9000717464,Hattie@nichole.us,1,B.Com,55,511,771,ATMA,568,96,FINNCE,31,4,10/23/1986,2457 Nacogdoches St
1061,Zia,V,female,Kylynn,JAIPUR,9000717465,Jarrett_Kiehn@jeremy.us,1,B.B.A,81,507,872,MAT,450,78,OPERATIONS,94,3,2/19/1988,42828 State Hwy 27
1062,Lee,W,male,Zia,ANDHRA,9000717466,Jana@johnnie.name,3,B.Com,70,311,801,CAT,513,90,ANALYTICS,73,4,5/21/1986,334 US Hwy 81E Bus
1063,Patience,X,male ,Lee,TELANGANA,9000717467,Gretchen.Doyle@raleigh.org,0,B.Pharm,71,371,753,ATMA,579,98,MARKETING,84,4,12/7/1988,917 W Morris St
1064,Dakota,Y,female,Patience,UP,9000717468,Melody@daren.org,3,BBM,80,352,734,MAT,545,73,HR,30,4,7/12/1989,355 Ed Bluestein Blvd
1065,Lisandra,Z,male,Dakota,GUJARAT,9000717469,Nichole.Walter@twila.org,0,B.B.A,50,353,836,CAT,442,91,FINNCE,50,5,3/26/1988,43960 S Business 289
1066,Shay,A,male ,Lisandra,ORISA,9000717470,Hosea.Beer@nikolas.us,2,B.Tech,81,355,726,ATMA,502,60,OPERATIONS,36,3,12/8/1986,21 Mineola Hwy
1067,Sigourney,B,female,Shay,BANGLORE,9000717471,Chelsey.Grady@freeda.co.uk,2,B.Tech,86,490,942,MAT,561,82,ANALYTICS,38,3,5/4/1989,26808 S Walton Walker Blvd
1068,Zenia,C,male,Sigourney,BIHAR,9000717472,Filiberto@baby.org,5,B.Tech,51,564,714,CAT,548,67,MARKETING,39,4,9/5/1988,6456 Capt Henry Stout
1069,Galena,D,male ,Zenia,DELHI,9000717473,Adrianna_Nienow@eudora.org,0,B.Pharm,74,468,814,ATMA,500,62,HR,57,5,3/26/1988,67 S Hwy 35
1070,Margaret,E,female,Galena,TAMILNADU,9000717474,Santina.Bartoletti@francisca.net,5,B.Com,84,534,995,MAT,473,82,FINNCE,23,3,12/30/1985,1633 Boca Chica Blvd
1071,Nerea,F,male,Margaret,KERALA,9000717475,Stone@geovanny.biz,1,B.Com,60,480,797,CAT,501,88,OPERATIONS,76,5,3/23/1985,6497 US Hwy 81 N
1072,Tanya,G,male ,Nerea,ASSAM,9000717476,Martin@murphy.ca,4,B.Tech,84,373,726,ATMA,578,91,ANALYTICS,71,3,8/18/1989,313 S Faires St
1073,Kendall,H,female,Tanya,JAIPUR,9000717477,Alexie@flo.me,5,B.Tech,64,416,878,MAT,547,71,MARKETING,79,5,2/14/1988,569 Hwy 96 Byp
1074,Rose,I,male,Kendall,ANDHRA,9000717478,Trinity@noemie.tv,4,B.Tech,88,333,716,CAT,452,78,HR,100,3,3/7/1986,39 S Corinth St
1075,Erin,J,male ,Rose,TELANGANA,9000717479,Arden@kacey.me,0,B.Tech,88,501,749,ATMA,564,98,FINNCE,33,4,9/8/1986,4580 Spring St
1076,Violet,K,female,Erin,UP,9000717480,Rex@samantha.info,1,B.com,74,320,826,MAT,490,69,OPERATIONS,60,4,6/8/1987,62 N Capital of Texas H
